model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Auris,2013,7299,Manual,45285,Petrol,150,46.3,1.6
 Auris,2013,10843,Automatic,32336,Hybrid,0,74.3,1.8
 Auris,2017,10990,Manual,16169,Petrol,145,58.9,1.2
 Auris,2017,14998,Automatic,45751,Hybrid,0,78.5,1.8
 Auris,2014,9998,Automatic,45592,Hybrid,0,74.3,1.8
 Auris,2018,13998,Automatic,35916,Hybrid,135,68.8,1.8
 Auris,2015,13900,Automatic,30729,Hybrid,0,78.5,1.8
 Auris,2017,14100,Automatic,21000,Hybrid,135,78.5,1.8
 Auris,2014,8995,Semi-Auto,4500,Petrol,145,49.6,1.6
 Auris,2015,9690,Automatic,29050,Petrol,20,61.4,1.2
 Auris,2017,9491,Manual,45390,Petrol,145,58.9,1.2
 Auris,2017,10495,Manual,24842,Petrol,145,58.9,1.2
 Auris,2016,11295,Automatic,50211,Hybrid,0,72.4,1.8
 Auris,2016,15911,Automatic,31348,Hybrid,0,70.6,1.8
 Auris,2014,11873,Automatic,54106,Hybrid,0,70.6,1.8
 Auris,2017,16872,Automatic,27055,Hybrid,0,78.5,1.8
 Auris,2017,16791,Automatic,29201,Hybrid,0,72.4,1.8
 Auris,2017,17796,Automatic,7126,Hybrid,0,70.6,1.8
 Auris,2018,11998,Automatic,26281,Petrol,150,58.9,1.2
 Auris,2015,12482,Automatic,59222,Hybrid,0,76.4,1.8
 Auris,2015,11489,Automatic,39972,Hybrid,0,72.4,1.8
 Auris,2015,8191,Manual,65000,Petrol,150,46.3,1.6
 Auris,2013,10091,Automatic,44366,Hybrid,0,72.4,1.8
 Auris,2017,10351,Manual,16400,Petrol,30,58.9,1.2
 Auris,2014,11791,Automatic,32444,Hybrid,0,72.4,1.8
 Auris,2015,10492,Automatic,62274,Hybrid,0,76.4,1.8
 Auris,2015,8291,Manual,49118,Diesel,0,80.7,1.4
 Auris,2016,14500,Automatic,42415,Hybrid,0,70.6,1.8
 Auris,2017,16798,Automatic,11097,Hybrid,135,78.5,1.8
 Auris,2017,13698,Automatic,14252,Hybrid,0,78.5,1.8
 Auris,2017,9392,Manual,45599,Diesel,20,67.3,1.6
 Auris,2016,10995,Manual,26559,Petrol,30,58.9,1.2
 Auris,2017,13998,Automatic,22457,Hybrid,140,72.4,1.8
 Auris,2016,13192,Automatic,29847,Hybrid,0,78.5,1.8
 Auris,2015,12812,Automatic,53847,Hybrid,0,70.6,1.8
 Auris,2017,16688,Automatic,11782,Hybrid,0,72.4,1.8
 Auris,2017,16999,Automatic,14782,Hybrid,0,78.5,1.8
 Auris,2015,14995,Automatic,27299,Hybrid,0,70.6,1.8
 Auris,2017,17499,Automatic,23780,Hybrid,0,70.6,1.8
 Auris,2017,16000,Automatic,26873,Hybrid,135,78.5,1.8
 Auris,2015,10499,Manual,26774,Petrol,125,52.3,1.2
 Auris,2017,14999,Automatic,14899,Hybrid,135,78.5,1.8
 Auris,2017,15499,Automatic,12493,Hybrid,0,72.4,1.8
 Auris,2016,13490,Automatic,23916,Hybrid,0,78.5,1.8
 Auris,2017,11295,Automatic,11000,Petrol,150,61.4,1.2
 Auris,2014,13499,Automatic,32624,Hybrid,0,72.4,1.8
 Auris,2016,12998,Automatic,30302,Hybrid,0,78.5,1.8
 Auris,2013,6622,Manual,41959,Petrol,145,47.9,1.6
 Auris,2013,6622,Manual,41959,Petrol,145,47.9,1.6
 Auris,2016,14995,Automatic,11882,Hybrid,0,78.5,1.8
 Auris,2016,12999,Automatic,39888,Hybrid,0,72.4,1.8
 Auris,2014,10999,Automatic,42015,Hybrid,0,74.3,1.8
 Auris,2016,14999,Automatic,13821,Hybrid,0,78.5,1.8
 Auris,2014,12999,Automatic,20447,Hybrid,0,76.4,1.8
 Auris,2016,10445,Manual,16514,Petrol,30,58.9,1.2
 Auris,2016,16245,Automatic,31177,Hybrid,0,78.5,1.8
 Auris,2016,15495,Automatic,11898,Hybrid,0,78.5,1.8
 Auris,2016,15000,Automatic,7700,Hybrid,0,78.5,1.8
 Auris,2018,13490,Manual,21307,Petrol,145,51.4,1.2
 Auris,2017,18379,Automatic,9596,Hybrid,0,70.6,1.8
 Auris,2016,14987,Automatic,24023,Hybrid,0,78.5,1.8
 Auris,2014,10333,Automatic,52317,Hybrid,0,72.4,1.8
 Auris,2017,14990,Automatic,15500,Hybrid,0,72.4,1.8
 Auris,2018,16995,Automatic,15863,Hybrid,140,68.8,1.8
 Auris,2015,9495,Manual,32227,Diesel,20,65.7,1.6
 Auris,2014,12450,Automatic,46694,Hybrid,0,70.6,1.8
 Auris,2017,18000,Automatic,17558,Hybrid,135,70.6,1.8
 Auris,2015,13490,Automatic,27549,Hybrid,0,72.4,1.8
 Auris,2016,14990,Automatic,18683,Hybrid,0,72.4,1.8
 Auris,2017,15490,Automatic,25201,Hybrid,0,78.5,1.8
 Auris,2017,11990,Automatic,42136,Hybrid,0,72.4,1.8
 Auris,2016,14990,Automatic,16092,Hybrid,0,72.4,1.8
 Auris,2017,14480,Automatic,20317,Hybrid,0,78.5,1.8
 Auris,2017,16995,Automatic,23565,Hybrid,0,78.5,1.8
 Auris,2017,15995,Automatic,27351,Hybrid,140,78.5,1.8
 Auris,2017,13600,Automatic,47030,Hybrid,0,72.4,1.8
 Auris,2013,6000,Manual,69995,Petrol,150,47.9,1.6
 Auris,2017,13995,Automatic,28498,Hybrid,0,78.5,1.8
 Auris,2017,18495,Automatic,16998,Hybrid,135,70.6,1.8
 Auris,2017,12495,Manual,13194,Petrol,125,52.3,1.2
 Auris,2015,8095,Manual,47541,Petrol,145,46.3,1.6
 Auris,2016,12995,Automatic,40133,Hybrid,0,78.5,1.8
 Auris,2016,12995,Automatic,48315,Hybrid,0,72.4,1.8
 Auris,2016,17195,Automatic,13147,Hybrid,0,70.6,1.8
 Auris,2014,13000,Automatic,39248,Hybrid,0,70.6,1.8
 Auris,2017,11495,Automatic,27717,Petrol,20,61.4,1.2
 Auris,2016,13295,Automatic,41982,Hybrid,0,78.5,1.8
 Auris,2016,10795,Manual,28879,Petrol,30,58.9,1.2
 Auris,2017,14995,Automatic,54676,Hybrid,0,70.6,1.8
 Auris,2017,11890,Manual,19189,Petrol,145,58.9,1.2
 Auris,2014,7290,Manual,51996,Diesel,0,74.3,1.4
 Auris,2017,13997,Automatic,8496,Petrol,30,55.4,1.2
 Auris,2015,13000,Automatic,41000,Hybrid,0,72.4,1.8
 Auris,2013,7995,Manual,34110,Petrol,145,46.3,1.6
 Auris,2014,14150,Automatic,50000,Hybrid,0,70.6,1.8
 Auris,2017,19300,Automatic,24500,Hybrid,0,70.6,1.8
 Auris,2017,12495,Automatic,16576,Petrol,20,61.4,1.2
 Auris,2015,9995,Manual,36719,Petrol,30,58.9,1.2
 Auris,2014,6499,Manual,87650,Diesel,0,74.3,1.4
 Auris,2018,18995,Automatic,9197,Hybrid,135,65.6,1.8
 Auris,2014,12995,Automatic,64108,Hybrid,0,72.4,1.8
 Auris,2017,12495,Manual,28000,Petrol,145,58.9,1.2
 Auris,2016,7995,Manual,71106,Diesel,0,80.7,1.4
 Auris,2016,12495,Automatic,50309,Hybrid,0,78.5,1.8
 Auris,2015,13200,Automatic,25461,Hybrid,0,72.4,1.8
 Auris,2017,11995,Manual,21195,Petrol,30,58.9,1.2
 Auris,2013,6995,Manual,25000,Diesel,20,72.4,1.4
 Auris,2017,12550,Manual,16000,Petrol,125,52.3,1.2
 Aygo,2014,5498,Manual,36320,Petrol,0,69.0,1.0
 Aygo,2017,8498,Manual,7287,Petrol,145,68.9,1.0
 Aygo,2017,7498,Manual,25413,Petrol,150,68.9,1.0
 Aygo,2017,6798,Manual,9701,Petrol,150,69.0,1.0
 Aygo,2017,7998,Manual,15197,Petrol,145,68.9,1.0
 Aygo,2017,7298,Manual,16523,Petrol,145,68.9,1.0
 Aygo,2017,6998,Manual,8044,Petrol,145,69.0,1.0
 Aygo,2017,6998,Manual,13423,Petrol,145,69.0,1.0
 Aygo,2017,7998,Manual,12096,Petrol,150,68.9,1.0
 Aygo,2018,7998,Manual,18410,Petrol,150,68.9,1.0
 Aygo,2015,5998,Manual,24568,Petrol,0,69.0,1.0
 Aygo,2015,6498,Manual,36121,Petrol,0,69.0,1.0
 Aygo,2018,7698,Manual,17369,Petrol,145,68.9,1.0
 Aygo,2017,8998,Manual,14998,Petrol,145,68.9,1.0
 Aygo,2017,8998,Manual,12445,Petrol,145,68.9,1.0
 Aygo,2017,7998,Manual,11066,Petrol,145,68.9,1.0
 Aygo,2017,7998,Manual,7174,Petrol,145,68.9,1.0
 Aygo,2014,5998,Manual,33154,Petrol,0,69.0,1.0
 Aygo,2018,8998,Manual,12977,Petrol,145,56.5,1.0
 Aygo,2017,7498,Manual,16748,Petrol,145,68.9,1.0
 Aygo,2018,9298,Manual,8602,Petrol,150,56.5,1.0
 Aygo,2017,7698,Manual,13166,Petrol,145,68.9,1.0
 Aygo,2017,7998,Manual,10385,Petrol,145,68.9,1.0
 Aygo,2017,8498,Manual,16544,Petrol,145,68.9,1.0
 Aygo,2017,8498,Manual,13173,Petrol,145,68.9,1.0
 Aygo,2018,8498,Manual,10498,Petrol,145,68.9,1.0
 Aygo,2018,8298,Manual,13666,Petrol,145,68.9,1.0
 Aygo,2019,8998,Manual,3593,Petrol,145,56.5,1.0
 Aygo,2015,6470,Manual,39026,Petrol,0,69.0,1.0
 Aygo,2017,8498,Manual,14439,Petrol,145,68.9,1.0
 Aygo,2017,6998,Manual,20155,Petrol,145,68.9,1.0
 Aygo,2018,7990,Manual,10164,Petrol,145,68.9,1.0
 Aygo,2017,7498,Manual,15156,Petrol,145,68.9,1.0
 Aygo,2017,7498,Manual,17071,Petrol,145,68.9,1.0
 Aygo,2017,7498,Manual,14888,Petrol,145,68.9,1.0
 Aygo,2017,9440,Semi-Auto,11074,Petrol,145,67.3,1.0
 Aygo,2017,5998,Manual,30031,Petrol,0,69.0,1.0
 Aygo,2017,7498,Manual,19875,Petrol,145,68.9,1.0
 Aygo,2019,8998,Manual,10,Petrol,145,56.5,1.0
 Aygo,2017,6298,Manual,27695,Petrol,0,69.0,1.0
 Aygo,2017,6698,Manual,14542,Petrol,145,69.0,1.0
 Aygo,2016,7130,Manual,23971,Petrol,0,69.0,1.0
 Aygo,2013,4320,Manual,35482,Petrol,0,65.7,1.0
 Aygo,2019,9990,Manual,3055,Petrol,145,57.7,1.0
 Aygo,2014,4495,Manual,19658,Petrol,0,65.7,1.0
 Aygo,2016,7298,Manual,15950,Petrol,0,69.0,1.0
 Aygo,2020,9995,Manual,500,Petrol,145,56.5,1.0
 Aygo,2017,7698,Manual,11881,Petrol,150,68.9,1.0
 Aygo,2017,7698,Manual,6291,Petrol,150,68.9,1.0
 Aygo,2017,7698,Manual,11211,Petrol,150,68.9,1.0
 Aygo,2017,7698,Manual,15126,Petrol,150,68.9,1.0
 Aygo,2019,9495,Manual,1360,Petrol,145,56.5,1.0
 Aygo,2014,5498,Manual,58625,Petrol,0,69.0,1.0
 Aygo,2019,9998,Manual,2519,Petrol,145,56.5,1.0
 Aygo,2019,8998,Manual,1620,Petrol,150,56.5,1.0
 Aygo,2017,7990,Manual,34697,Petrol,0,69.0,1.0
 Aygo,2017,8990,Semi-Auto,15772,Petrol,0,67.3,1.0
 Aygo,2015,5620,Manual,32540,Petrol,0,69.0,1.0
 Aygo,2017,9498,Semi-Auto,18303,Petrol,0,67.3,1.0
 Aygo,2017,8998,Semi-Auto,16007,Petrol,145,67.3,1.0
 Aygo,2014,6298,Manual,19438,Petrol,0,69.0,1.0
 Aygo,2017,7998,Manual,5008,Petrol,145,68.9,1.0
 Aygo,2017,6998,Manual,31571,Petrol,145,68.9,1.0
 Aygo,2018,7998,Manual,18752,Petrol,145,68.9,1.0
 Aygo,2017,8998,Manual,11925,Petrol,145,68.9,1.0
 Aygo,2017,7698,Manual,8243,Petrol,145,68.9,1.0
 Aygo,2017,7695,Manual,19700,Petrol,0,68.9,1.0
 Aygo,2014,4798,Manual,36493,Petrol,0,65.7,1.0
 Aygo,2015,6498,Manual,21261,Petrol,0,69.0,1.0
 Aygo,2017,7998,Manual,6730,Petrol,145,68.9,1.0
 Aygo,2019,9495,Manual,1360,Petrol,145,56.5,1.0
 Aygo,2017,5295,Manual,15666,Petrol,0,69.0,1.0
 Aygo,2017,5444,Manual,32465,Petrol,0,69.0,1.0
 Aygo,2017,7250,Manual,21680,Petrol,145,68.9,1.0
 Aygo,2018,7995,Manual,10543,Petrol,145,69.0,1.0
 Aygo,2017,7000,Manual,17008,Petrol,0,69.0,1.0
 Aygo,2018,8995,Manual,8525,Petrol,145,56.5,1.0
 Aygo,2017,7000,Manual,15182,Petrol,145,69.0,1.0
 Aygo,2017,7495,Manual,19505,Petrol,145,68.9,1.0
 Aygo,2016,6500,Manual,23850,Petrol,0,69.0,1.0
 Aygo,2016,7495,Manual,34136,Petrol,0,69.0,1.0
 Aygo,2019,9995,Manual,2127,Petrol,145,57.7,1.0
 Aygo,2017,8795,Manual,4002,Petrol,145,68.9,1.0
 Aygo,2014,6295,Manual,38385,Petrol,0,69.0,1.0
 Aygo,2017,7750,Manual,11730,Petrol,0,68.9,1.0
 Aygo,2017,7750,Manual,9917,Petrol,145,68.9,1.0
 Aygo,2019,10500,Manual,402,Petrol,145,56.5,1.0
 Aygo,2017,9490,Semi-Auto,5300,Petrol,150,67.3,1.0
 Aygo,2019,9510,Manual,1157,Petrol,145,57.7,1.0
 Aygo,2014,6000,Manual,25568,Petrol,0,69.0,1.0
 Aygo,2017,5770,Manual,34486,Petrol,0,69.0,1.0
 Aygo,2017,8250,Manual,7235,Petrol,145,68.9,1.0
 Aygo,2015,6500,Manual,23427,Petrol,0,69.0,1.0
 Aygo,2016,7971,Manual,10426,Petrol,0,69.0,1.0
 Aygo,2018,7990,Manual,13007,Petrol,145,68.9,1.0
 Aygo,2015,4990,Manual,71808,Petrol,0,69.0,1.0
 Aygo,2014,4998,Manual,30362,Petrol,0,69.0,1.0
 Aygo,2019,10000,Manual,1542,Petrol,145,57.7,1.0
 Aygo,2019,10000,Manual,860,Petrol,145,57.7,1.0
 Aygo,2015,6000,Manual,32084,Petrol,0,69.0,1.0
 Aygo,2019,10000,Manual,759,Petrol,145,57.7,1.0
 Aygo,2018,8250,Manual,7378,Petrol,145,68.9,1.0
 Aygo,2014,5230,Manual,30000,Petrol,0,69.0,1.0
 Aygo,2018,8500,Manual,11949,Petrol,145,68.9,1.0
 Aygo,2018,7500,Manual,13570,Petrol,145,69.0,1.0
 Aygo,2017,7500,Manual,17997,Petrol,145,68.9,1.0
 Aygo,2018,8250,Manual,16409,Petrol,145,68.9,1.0
 Aygo,2016,8000,Manual,15951,Petrol,0,69.0,1.0
 Aygo,2018,7695,Manual,13944,Petrol,145,68.9,1.0
 Aygo,2019,10000,Manual,1000,Petrol,145,57.7,1.0
 Aygo,2019,10000,Manual,1000,Petrol,145,57.7,1.0
 Aygo,2015,5999,Manual,41758,Petrol,0,69.0,1.0
 Aygo,2015,6250,Manual,21038,Petrol,0,69.0,1.0
 Aygo,2017,7750,Manual,30678,Petrol,150,68.9,1.0
 Aygo,2017,7750,Manual,31839,Petrol,0,68.9,1.0
 Aygo,2016,8000,Manual,17421,Petrol,0,69.0,1.0
 Aygo,2016,8000,Manual,16799,Petrol,0,69.0,1.0
 Aygo,2017,6500,Manual,25978,Petrol,145,69.0,1.0
 Aygo,2017,7000,Manual,20208,Petrol,145,69.0,1.0
 Aygo,2017,7750,Manual,26779,Petrol,145,68.9,1.0
 Aygo,2017,8500,Manual,14453,Petrol,145,68.9,1.0
 Aygo,2019,9790,Manual,2967,Petrol,145,57.7,1.0
 Aygo,2017,9000,Manual,16490,Petrol,145,68.9,1.0
 Aygo,2017,8000,Manual,15378,Petrol,0,68.9,1.0
 Aygo,2014,5500,Manual,37756,Petrol,0,69.0,1.0
 Aygo,2019,8980,Manual,5000,Petrol,145,56.5,1.0
 Aygo,2016,7250,Manual,21304,Petrol,0,69.0,1.0
 Aygo,2016,7500,Manual,37688,Petrol,0,69.0,1.0
 C-HR,2017,16995,Manual,28973,Petrol,145,47.1,1.2
 C-HR,2017,17495,Automatic,23474,Petrol,160,44.8,1.2
 C-HR,2019,26000,Automatic,6015,Hybrid,135,57.7,1.8
 C-HR,2018,22000,Automatic,24417,Hybrid,135,74.3,1.8
 C-HR,2018,22000,Automatic,8813,Hybrid,135,74.3,1.8
 C-HR,2018,21750,Automatic,17000,Hybrid,135,74.3,1.8
 C-HR,2017,17700,Automatic,18851,Hybrid,0,74.3,1.8
 C-HR,2018,14500,Manual,30000,Petrol,145,47.9,1.2
 C-HR,2017,17498,Manual,14429,Petrol,150,47.1,1.2
 C-HR,2017,17498,Automatic,23971,Hybrid,140,74.3,1.8
 C-HR,2018,21980,Automatic,12976,Hybrid,140,74.3,1.8
 C-HR,2018,18995,Automatic,27195,Hybrid,135,74.3,1.8
 C-HR,2019,19390,Manual,3544,Petrol,145,41.5,1.2
 C-HR,2016,15765,Manual,28118,Petrol,145,47.1,1.2
 C-HR,2018,17995,Manual,17214,Petrol,145,47.1,1.2
 C-HR,2019,22498,Automatic,8758,Hybrid,135,74.3,1.8
 C-HR,2019,22788,Automatic,9264,Hybrid,135,74.3,1.8
 C-HR,2018,21888,Automatic,11819,Hybrid,135,74.3,1.8
 C-HR,2017,12995,Manual,44720,Petrol,150,47.9,1.2
 C-HR,2019,25288,Automatic,3456,Hybrid,140,74.3,1.8
 C-HR,2018,20997,Automatic,31586,Hybrid,135,74.3,1.8
 C-HR,2018,21888,Automatic,10565,Hybrid,135,74.3,1.8
 C-HR,2018,17798,Automatic,20691,Hybrid,135,74.3,1.8
 C-HR,2018,17998,Automatic,16994,Hybrid,135,74.3,1.8
 C-HR,2019,21928,Automatic,9909,Hybrid,135,74.3,1.8
 C-HR,2017,20489,Automatic,14889,Hybrid,0,74.3,1.8
 C-HR,2019,28890,Automatic,2562,Hybrid,135,54.3,2.0
 C-HR,2020,26980,Automatic,2448,Hybrid,140,57.7,1.8
 C-HR,2017,20495,Automatic,21758,Hybrid,0,74.3,1.8
 C-HR,2017,13998,Manual,32021,Petrol,145,47.9,1.2
 C-HR,2018,17798,Automatic,20400,Hybrid,135,74.3,1.8
 C-HR,2017,19988,Automatic,29031,Hybrid,0,74.3,1.8
 C-HR,2019,25290,Automatic,11635,Hybrid,135,74.3,1.8
 C-HR,2017,13995,Manual,38500,Petrol,145,47.9,1.2
 C-HR,2018,15990,Manual,16120,Petrol,150,41.5,1.2
 C-HR,2017,17495,Automatic,10000,Petrol,145,47.9,1.2
 C-HR,2017,22195,Automatic,12215,Hybrid,0,74.3,1.8
 C-HR,2017,17700,Automatic,39467,Hybrid,0,74.3,1.8
 C-HR,2017,17395,Automatic,7325,Hybrid,140,74.3,1.8
 C-HR,2017,21844,Automatic,26127,Hybrid,135,74.3,1.8
 C-HR,2017,21245,Automatic,20122,Hybrid,0,74.3,1.8
 C-HR,2018,20690,Automatic,11074,Hybrid,140,74.3,1.8
 C-HR,2017,21990,Automatic,13791,Hybrid,0,74.3,1.8
 C-HR,2020,28990,Automatic,1265,Hybrid,135,54.3,2.0
 C-HR,2019,23790,Automatic,7248,Hybrid,135,74.3,1.8
 C-HR,2018,21490,Automatic,19404,Hybrid,135,74.3,1.8
 C-HR,2017,21490,Automatic,11221,Hybrid,135,74.3,1.8
 C-HR,2018,21990,Automatic,7310,Hybrid,135,74.3,1.8
 C-HR,2018,17990,Automatic,22915,Hybrid,135,74.3,1.8
 C-HR,2019,23790,Automatic,7620,Hybrid,135,74.3,1.8
 C-HR,2020,27990,Automatic,985,Hybrid,135,58.9,1.8
 C-HR,2017,14690,Manual,17258,Petrol,145,47.9,1.2
 C-HR,2019,24995,Automatic,2223,Hybrid,140,74.3,1.8
 C-HR,2018,20995,Automatic,21174,Hybrid,140,74.3,1.8
 C-HR,2018,21995,Automatic,27881,Hybrid,135,74.3,1.8
 C-HR,2019,22995,Manual,236,Petrol,145,41.5,1.2
 C-HR,2018,15570,Manual,26930,Petrol,145,47.1,1.2
 C-HR,2017,18650,Automatic,13805,Hybrid,135,74.3,1.8
 C-HR,2017,15990,Automatic,3920,Petrol,145,47.9,1.2
 C-HR,2019,21980,Manual,9999,Petrol,145,41.5,1.2
 C-HR,2019,26980,Automatic,10000,Hybrid,135,54.3,2.0
 C-HR,2018,19990,Automatic,12332,Hybrid,135,74.3,1.8
 C-HR,2018,21995,Automatic,24771,Hybrid,135,74.3,1.8
 C-HR,2017,16995,Manual,14551,Petrol,145,47.1,1.2
 C-HR,2019,22795,Automatic,9045,Hybrid,135,74.3,1.8
 C-HR,2018,22995,Automatic,15441,Hybrid,135,74.3,1.8
 C-HR,2018,23495,Automatic,7733,Hybrid,135,74.3,1.8
 C-HR,2018,21995,Automatic,14214,Hybrid,135,74.3,1.8
 C-HR,2018,22095,Automatic,10472,Hybrid,135,74.3,1.8
 C-HR,2019,27295,Automatic,1748,Hybrid,135,74.3,1.8
 C-HR,2018,23495,Automatic,11882,Hybrid,135,74.3,1.8
 C-HR,2018,22995,Automatic,14494,Hybrid,135,74.3,1.8
 C-HR,2017,16795,Manual,17530,Petrol,145,47.1,1.2
 C-HR,2017,17998,Automatic,8001,Petrol,145,47.9,1.2
 C-HR,2017,17998,Automatic,19524,Hybrid,140,74.3,1.8
 C-HR,2017,19998,Automatic,16752,Hybrid,140,74.3,1.8
 C-HR,2017,21698,Automatic,16276,Hybrid,135,74.3,1.8
 C-HR,2018,17990,Automatic,14000,Petrol,145,47.9,1.2
 C-HR,2017,18798,Automatic,11387,Petrol,145,44.8,1.2
 C-HR,2017,19995,Automatic,30612,Hybrid,135,74.3,1.8
 C-HR,2017,21495,Automatic,13025,Hybrid,140,74.3,1.8
 C-HR,2017,17495,Automatic,21835,Petrol,165,44.8,1.2
 C-HR,2017,20495,Automatic,16990,Hybrid,135,74.3,1.8
 C-HR,2017,21495,Automatic,18628,Hybrid,135,74.3,1.8
 C-HR,2019,23495,Automatic,10494,Hybrid,140,74.3,1.8
 C-HR,2017,22995,Automatic,12000,Hybrid,135,74.3,1.8
 C-HR,2017,20995,Automatic,14600,Hybrid,0,74.3,1.8
 C-HR,2017,21495,Automatic,19074,Hybrid,0,74.3,1.8
 C-HR,2018,18495,Automatic,11250,Petrol,145,47.9,1.2
 C-HR,2017,19980,Automatic,20055,Hybrid,0,74.3,1.8
 C-HR,2017,20395,Automatic,15807,Hybrid,0,74.3,1.8
 C-HR,2017,15998,Manual,29760,Petrol,145,47.1,1.2
 C-HR,2018,22500,Automatic,9102,Hybrid,140,74.3,1.8
 C-HR,2017,20995,Automatic,24500,Hybrid,135,74.3,1.8
 C-HR,2019,29486,Automatic,3258,Hybrid,135,54.3,2.0
 C-HR,2019,28495,Automatic,3500,Hybrid,135,74.3,1.8
 C-HR,2017,14750,Manual,16996,Petrol,150,47.9,1.2
 C-HR,2017,11995,Manual,56382,Petrol,145,47.9,1.2
 C-HR,2017,21500,Automatic,5643,Hybrid,135,74.3,1.8
 C-HR,2017,22500,Automatic,6616,Hybrid,135,74.3,1.8
 C-HR,2019,25700,Automatic,3066,Hybrid,135,74.3,1.8
 C-HR,2017,21290,Automatic,15977,Hybrid,135,74.3,1.8
 C-HR,2018,19125,Automatic,19404,Hybrid,135,74.3,1.8
 C-HR,2018,17498,Automatic,28451,Hybrid,135,74.3,1.8
 C-HR,2017,17990,Automatic,17113,Petrol,145,44.8,1.2
 C-HR,2018,18498,Automatic,25576,Hybrid,135,74.3,1.8
 C-HR,2017,18490,Automatic,26347,Petrol,145,44.8,1.2
 C-HR,2017,21690,Automatic,9117,Hybrid,0,74.3,1.8
 C-HR,2017,17998,Automatic,12287,Hybrid,135,74.3,1.8
 C-HR,2017,19298,Automatic,27893,Hybrid,135,74.3,1.8
 C-HR,2017,17695,Manual,19494,Petrol,145,47.1,1.2
 C-HR,2016,18000,Automatic,39666,Hybrid,0,74.3,1.8
 C-HR,2018,22491,Automatic,7521,Hybrid,135,74.3,1.8
 C-HR,2019,25164,Automatic,15731,Hybrid,135,74.3,1.8
 C-HR,2019,16995,Manual,12887,Petrol,145,41.5,1.2
 C-HR,2018,21995,Automatic,17929,Hybrid,140,74.3,1.8
 C-HR,2016,20562,Automatic,18738,Hybrid,0,74.3,1.8
 Prius,2016,17250,Automatic,28126,Hybrid,0,94.1,1.8
 Prius,2016,21500,Automatic,20500,Hybrid,0,85.6,1.8
 Prius,2016,20000,Automatic,20000,Hybrid,0,94.1,1.8
 Prius,2016,19500,Automatic,10000,Hybrid,0,85.6,1.8
 Prius,2019,22495,Automatic,13772,Hybrid,135,235.0,1.8
 Prius,2016,20000,Automatic,37000,Hybrid,0,85.6,1.8
 Prius,2017,18995,Automatic,31500,Hybrid,0,85.6,1.8
 Prius,2017,20500,Automatic,37500,Hybrid,140,85.6,1.8
 Prius,2018,22000,Automatic,18000,Hybrid,140,85.6,1.8
 Prius,2016,19500,Automatic,18096,Hybrid,0,94.1,1.8
 Prius,2017,21000,Automatic,23170,Hybrid,140,85.6,1.8
 Prius,2016,20995,Automatic,32457,Hybrid,0,94.1,1.8
 Prius,2016,24500,Automatic,11748,Hybrid,0,68.9,1.8
 Prius,2018,22890,Automatic,31786,Hybrid,135,235.0,1.8
 Prius,2014,16495,Automatic,65282,Hybrid,10,64.2,1.8
 Prius,2014,18750,Automatic,23000,Hybrid,0,68.9,1.8
 Prius,2013,17353,Automatic,27000,Hybrid,0,68.9,1.8
 Prius,2017,22991,Automatic,30130,Hybrid,140,64.2,1.8
 Prius,2016,18915,Automatic,19391,Hybrid,0,85.6,1.8
 Prius,2017,18995,Automatic,33875,Hybrid,0,94.1,1.8
 Prius,2018,18699,Automatic,34502,Hybrid,140,235.0,1.8
 Prius,2015,23995,Automatic,25360,Hybrid,10,64.2,1.8
 Prius,2017,19980,Automatic,39158,Hybrid,0,94.1,1.8
 Prius,2016,18999,Automatic,18793,Hybrid,0,94.1,1.8
 Prius,2017,19495,Automatic,25000,Hybrid,0,85.6,1.8
 Prius,2017,19195,Automatic,21387,Hybrid,0,94.1,1.8
 Prius,2016,19490,Automatic,23344,Hybrid,0,94.1,1.8
 Prius,2016,18490,Automatic,37908,Hybrid,0,94.1,1.8
 Prius,2019,25000,Automatic,2300,Hybrid,135,61.4,1.8
 Prius,2016,17495,Automatic,53500,Hybrid,0,68.9,1.8
 Prius,2013,11495,Automatic,27800,Hybrid,0,72.4,1.8
 Prius,2019,22300,Automatic,7620,Hybrid,135,64.2,1.8
 Prius,2016,18004,Automatic,35373,Hybrid,0,85.6,1.8
 Prius,2019,21500,Automatic,4000,Hybrid,135,235.0,1.8
 Prius,2009,6500,Automatic,102415,Hybrid,0,70.6,1.8
 Prius,2009,5750,Automatic,40954,Hybrid,10,65.7,1.5
 Prius,2011,7250,Manual,112000,Other,0,70.6,1.8
 Prius,2013,13495,Automatic,35726,Hybrid,0,134.5,1.8
 Prius,2016,18690,Automatic,23300,Hybrid,0,85.6,1.8
 Prius,2016,18675,Automatic,21291,Hybrid,0,94.1,1.8
 Prius,2016,17250,Automatic,24572,Hybrid,0,94.1,1.8
 Prius,2005,2495,Automatic,130000,Hybrid,10,65.7,1.5
 Prius,2019,23995,Automatic,5278,Other,135,61.4,1.8
 Prius,2017,20095,Automatic,23583,Hybrid,135,94.1,1.8
 Prius,2017,18490,Automatic,30785,Hybrid,0,94.1,1.8
 Prius,2015,12000,Automatic,42929,Other,0,72.4,1.8
 Prius,2016,15795,Automatic,47000,Other,0,134.5,1.8
 Prius,2013,17995,Automatic,58852,Other,10,64.2,1.8
 Avensis,2016,10275,Manual,40312,Diesel,200,46.3,1.6
